Verbatim DVD-R 4.7GB authoring disc,Trudy Schmidt,45317,486.9,39.24,1.99,Nova Scotia,Computer Peripherals,0.51
Hand-Finished Solid Wood Document Frame,Trudy Schmidt,45317,361.82,34.23,5.02,Nova Scotia,Office Furnishings,0.55
Xerox 1894,Gene Hale,45731,-30.06,6.48,6.22,Nova Scotia,Paper,0.37
Accessory20,Gene Hale,45731,1160.58,85.99,3.3,Nova Scotia,Telephones and Communication,0.37
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Sarah Bern,46849,9.82,8.33,1.99,Nova Scotia,Computer Peripherals,0.52
3M Polarizing Light Filter Sleeves,Justin Hirsh,47108,187.15,18.65,3.77,Nova Scotia,Office Furnishings,0.39
Canon P1-DHIII Palm Printing Calculator,Justin Hirsh,47108,-43.74,17.98,8.51,Nova Scotia,Office Machines,0.4
Xerox 1896,Justin Hirsh,47108,9.95,9.99,4.78,Nova Scotia,Paper,0.4
2180,Justin Hirsh,47108,-382.57,175.99,8.99,Nova Scotia,Telephones and Communication,0.57
GBC VeloBinder Strips,Liz Price,47520,-64.41,7.68,6.16,Nova Scotia,Binders and Binder Accessories,0.35
Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,Liz Price,47520,598.24,291.73,48.8,Nova Scotia,Chairs & Chairmats,0.56
Xerox Blank Computer Paper,Liz Price,47520,257.31,19.98,5.77,Nova Scotia,Paper,0.38
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Greg Maxwell,47527,3064.51,243.98,43.32,Nova Scotia,Chairs & Chairmats,0.55
8890,Marc Harrigan,47713,858.58,115.99,5.92,Nova Scotia,Telephones and Communication,0.58
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Sally Knutson,47750,-149.41,167.27,35,Nova Scotia,Storage & Organization,0.85
Novimex Fabric Task Chair,Giulietta Weimer,48452,-588.9,60.98,30,Nova Scotia,Chairs & Chairmats,0.7
U.S. Robotics 56K Internet Call Modem,Giulietta Weimer,48452,51.44,99.99,19.99,Nova Scotia,Computer Peripherals,0.5
"Eldon� Image Series Desk Accessories, Burgundy",Giulietta Weimer,48452,-192.56,4.18,6.92,Nova Scotia,Office Furnishings,0.49
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Giulietta Weimer,48452,-44.79,4.91,4.97,Nova Scotia,Binders and Binder Accessories,0.38
Binder Clips by OIC,Giulietta Weimer,48452,5.77,1.48,0.7,Nova Scotia,Rubber Bands,0.37
"Imation Neon Mac Format Diskettes, 10/Pack",Kristina Nunn,49088,-47.69,8.12,2.83,Nova Scotia,Computer Peripherals,0.77
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Kristina Nunn,49088,-425.14,279.48,35,Nova Scotia,Storage & Organization,0.8
Xerox 1893,Kristina Nunn,49088,214.23,40.99,17.48,Nova Scotia,Paper,0.36
Staples File Caddy,Chuck Clark,49223,-83.55,9.38,7.28,Nova Scotia,Storage & Organization,0.57
Belkin 6 Outlet Metallic Surge Strip,Sally Knutson,49634,-44.13,10.89,4.5,Nova Scotia,Appliances,0.59
"Memorex 4.7GB DVD+RW, 3/Pack",Sally Knutson,49634,-67.22,28.48,1.99,Nova Scotia,Computer Peripherals,0.4
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Tanja Norvell,49987,-626.04,114.98,58.72,Nova Scotia,Bookcases,0.76
Bush Advantage Collection� Round Conference Table,Tanja Norvell,49987,-226.51,212.6,52.2,Nova Scotia,Tables,0.64
Avery Hole Reinforcements,Sarah Bern,50208,-12.13,6.23,6.97,Nova Scotia,Binders and Binder Accessories,0.36
Sharp EL500L Fraction Calculator,Liz Price,50338,28.7,13.99,7.51,Nova Scotia,Office Machines,0.39
Accessory13,Vicky Freymann,50945,192.29,35.99,1.25,Nova Scotia,Telephones and Communication,0.57
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Philisse Overcash,51462,-13.95,28.15,8.99,Nova Scotia,Pens & Art Supplies,0.57
TI 30X Scientific Calculator,Justin Hirsh,51494,12.73,11.99,5.99,Nova Scotia,Office Machines,0.36
Belkin 105-Key Black Keyboard,Patrick O'Brill,51525,-36.24,19.98,4,Nova Scotia,Computer Peripherals,0.68
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Patrick O'Brill,51525,104.22,34.76,8.22,Nova Scotia,Storage & Organization,0.57
Avery Non-Stick Binders,Liz Price,52933,50.04,4.49,1.49,Nova Scotia,Binders and Binder Accessories,0.39
Xerox 1920,Justin Hirsh,53025,-132.93,5.98,7.5,Nova Scotia,Paper,0.4
Coloredge Poster Frame,Cathy Armstrong,53894,107.02,14.2,5.3,Nova Scotia,Office Furnishings,0.46
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Cathy Armstrong,53894,-1561.72,71.37,69,Nova Scotia,Tables,0.68
5125,Cathy Armstrong,53894,1252.48,200.99,8.08,Nova Scotia,Telephones and Communication,0.59
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Heather Jas,53953,91.73,8.95,2.01,Nova Scotia,Paper,0.39
Belkin Premiere Surge Master II 8-outlet surge protector,Justin Hirsh,54304,118.32,48.58,3.99,Nova Scotia,Appliances,0.56
"Global Stack Chair without Arms, Black",Lena Hernandez,55075,-124.42,25.98,14.36,Nova Scotia,Chairs & Chairmats,0.6
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Patrick O'Brill,55268,-47.83,4.89,4.93,Nova Scotia,Computer Peripherals,0.66
"Hon Metal Bookcases, Putty",Kristina Nunn,55367,-686.01,70.98,46.74,Nova Scotia,Bookcases,0.56
Newell 309,Kristina Nunn,55367,129.87,11.55,2.36,Nova Scotia,Pens & Art Supplies,0.55
Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,Shahid Shariari,56321,-75.39,5.8,5.59,Nova Scotia,Binders and Binder Accessories,0.4
"Fellowes Mobile Numeric Keypad, Graphite",Justin Hirsh,56610,51.85,43.22,4,Nova Scotia,Computer Peripherals,0.64
Flat Face Poster Frame,Khloe Miller,56740,256.57,18.84,3.62,Nova Scotia,Office Furnishings,0.43
12 Colored Short Pencils,Paul MacIntyre,56901,-45.21,2.6,2.4,Nova Scotia,Pens & Art Supplies,0.58
"Snap-A-Way� Black Print Carbonless Ruled Speed Letter, Triplicate",Patrick O'Brill,57314,341.53,37.94,5.08,Nova Scotia,Paper,0.38
6340,Patrick O'Brill,57314,473.36,85.99,2.79,Nova Scotia,Telephones and Communication,0.58
Ultra Door Pull Handle,Mike Vittorini,57376,-168.38,10.52,7.94,Nova Scotia,Office Furnishings,0.52
3390,Mike Vittorini,57376,-223.21,65.99,5.31,Nova Scotia,Telephones and Communication,0.57
Avery 510,Liz Price,57671,3.96,3.75,0.5,Nova Scotia,Labels,0.37
"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Paul MacIntyre,57700,134.85,47.98,3.61,Nova Scotia,Computer Peripherals,0.71
Xerox 194,John Grady,58407,548.92,55.48,14.3,Nova Scotia,Paper,0.37
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Ricardo Emerson,58593,-812.25,70.71,37.58,Nova Scotia,Office Furnishings,0.78
Avery 474,Chuck Clark,58884,23.14,2.88,0.99,Nova Scotia,Labels,0.36
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Chuck Clark,58884,-1255.86,85.29,60,Nova Scotia,Tables,0.56
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Sarah Bern,58913,-60.17,6.48,5.94,Nova Scotia,Paper,0.37
Xerox 193,Kristina Nunn,58978,-31.01,5.98,5.15,Nova Scotia,Paper,0.36
Nu-Dell Executive Frame,Matt Abelman,229,98.44,12.64,4.98,Nova Scotia,Office Furnishings,0.48
Newell 326,Sarah Jordon,706,0.82,1.76,0.7,Nova Scotia,Pens & Art Supplies,0.56
"O'Sullivan Elevations Bookcase, Cherry Finish",Sally Matthias,1285,-305.98,130.98,54.74,Nova Scotia,Bookcases,0.69
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Sally Matthias,1285,-277.29,218.75,69.64,Nova Scotia,Tables,0.77
Xerox 1973,Sally Matthias,1313,-83.75,22.84,16.92,Nova Scotia,Paper,0.39
Hon 4-Shelf Metal Bookcases,Theone Pippenger,1346,421.15,100.98,26.22,Nova Scotia,Bookcases,0.6
#10 Self-Seal White Envelopes,Art Ferguson,1699,39,11.09,5.25,Nova Scotia,Envelopes,0.36
Ibico Covers for Plastic or Wire Binding Elements,Jack O'Briant,2208,-26.99,11.5,7.19,Nova Scotia,Binders and Binder Accessories,0.4
Hewlett Packard LaserJet 3310 Copier,Jack O'Briant,2208,9097.65,599.99,24.49,Nova Scotia,Copiers and Fax,0.37
Hon Non-Folding Utility Tables,Nathan Cano,2656,-214.53,159.31,60,Nova Scotia,Tables,0.55
Accessory13,Nathan Cano,2656,237.14,35.99,1.25,Nova Scotia,Telephones and Communication,0.57
Xerox 1927,Michael Granlund,3361,-208.02,4.28,6.72,Nova Scotia,Paper,0.4
"Dixon My First Ticonderoga Pencil, #2",Michael Granlund,3361,-5.6,5.85,2.27,Nova Scotia,Pens & Art Supplies,0.56
Logitech Access Keyboard,Steve Carroll,3393,-5.57,15.98,4,Nova Scotia,Computer Peripherals,0.37
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Steve Carroll,3393,-36.47,9.48,7.29,Nova Scotia,Office Furnishings,0.45
Wilson Jones� Four-Pocket Poly Binders,Scott Williamson,4487,-79.42,6.54,5.27,Nova Scotia,Binders and Binder Accessories,0.36
Satellite Sectional Post Binders,Dennis Bolton,4579,749.22,43.41,2.99,Nova Scotia,Binders and Binder Accessories,0.39
Newell 346,Sean Wendt,5061,-2.21,2.88,0.7,Nova Scotia,Pens & Art Supplies,0.56
"Bush Cubix Collection Bookcases, Fully Assembled",John Castell,5092,-337.92,220.98,64.66,Nova Scotia,Bookcases,0.62
Xerox 1892,John Castell,5092,220.91,38.76,13.26,Nova Scotia,Paper,0.36
DIXON Oriole� Pencils,Art Ferguson,5511,-5.54,2.58,1.3,Nova Scotia,Pens & Art Supplies,0.59
StarTAC Series,Art Ferguson,5511,482.45,65.99,3.9,Nova Scotia,Telephones and Communication,0.55
3.6 Cubic Foot Counter Height Office Refrigerator,Jack O'Briant,5799,1882.2,294.62,42.52,Nova Scotia,Appliances,0.57
Accessory21,David Philippe,5890,435.95,20.99,0.99,Nova Scotia,Telephones and Communication,0.37
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Chad Sievert,6596,8157.7,500.98,28.14,Nova Scotia,Office Machines,0.38
"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Matt Abelman,7015,775.88,40.98,1.99,Nova Scotia,Computer Peripherals,0.44
T65,Matt Abelman,7015,2374.73,195.99,4.2,Nova Scotia,Telephones and Communication,0.56
"GBC Laser Imprintable Binding System Covers, Desert Sand",Shaun Weien,7106,-12.77,14.27,7.27,Nova Scotia,Binders and Binder Accessories,0.38
Gyration RF Keyboard,Shaun Weien,7106,1669.38,159.99,5.5,Nova Scotia,Computer Peripherals,0.49
Fellowes Super Stor/Drawer�,Shaun Weien,7106,-386.02,27.75,19.99,Nova Scotia,Storage & Organization,0.67
StarTAC 8000,Maya Herman,8007,-800.25,205.99,8.99,Nova Scotia,Telephones and Communication,0.6
Epson DFX5000+ Dot Matrix Printer,David Philippe,8257,-2561.32,1500.97,29.7,Nova Scotia,Office Machines,0.57
Xerox 1910,David Philippe,8257,373.67,48.04,5.09,Nova Scotia,Paper,0.37
Newell 320,David Philippe,8257,-6.2,4.28,1.6,Nova Scotia,Pens & Art Supplies,0.58
Accessory36,Sally Matthias,8773,-305.32,55.99,5,Nova Scotia,Telephones and Communication,0.83
"Master Giant Foot� Doorstop, Safety Yellow",Michael Granlund,9057,1.35,7.59,4,Nova Scotia,Office Furnishings,0.42
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",David Philippe,9285,-11.94,40.98,2.99,Nova Scotia,Binders and Binder Accessories,0.36
Boston 16701 Slimline Battery Pencil Sharpener,Chad Sievert,9861,6.6,15.94,5.45,Nova Scotia,Pens & Art Supplies,0.55
Global Adaptabilities� Conference Tables,Jack O'Briant,9922,539.54,280.98,35.67,Nova Scotia,Tables,0.66
Eldon� Wave Desk Accessories,Chad Sievert,9923,-96.03,2.08,5.33,Nova Scotia,Office Furnishings,0.43
"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Chad Sievert,9923,-115.08,370.98,99,Nova Scotia,Storage & Organization,0.65
"Avery Trapezoid Extra Heavy Duty 4"" Binders",Chad Sievert,9925,771.83,41.94,2.99,Nova Scotia,Binders and Binder Accessories,0.35
"Wilson Jones 1"" Hanging DublLock� Ring Binders",Chad Sievert,9925,-9.35,5.28,2.99,Nova Scotia,Binders and Binder Accessories,0.37
Boston 1730 StandUp Electric Pencil Sharpener,Chad Sievert,9925,-27.99,21.38,8.99,Nova Scotia,Pens & Art Supplies,0.59
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Sally Matthias,10593,-147.51,15.98,8.99,Nova Scotia,Computer Peripherals,0.64
Howard Miller Distant Time Traveler Alarm Clock,Sally Matthias,10593,-40.98,27.42,19.46,Nova Scotia,Office Furnishings,0.44
"Carina Mini System Audio Rack, Model AR050B",Ivan Liston,11969,-553.06,110.98,35,Nova Scotia,Storage & Organization,0.82
Bush Advantage Collection� Round Conference Table,Ivan Liston,11969,-471.26,212.6,110.2,Nova Scotia,Tables,0.73
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Ivan Liston,11969,4264.82,349.45,60,Nova Scotia,Tables,
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Brad Norvell,12228,-103.63,130.98,30,Nova Scotia,Chairs & Chairmats,0.78
2160i,Brad Norvell,12228,1090.43,200.99,4.2,Nova Scotia,Telephones and Communication,0.59
"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",Ken Heidel,12355,-167.06,3.95,5.13,Nova Scotia,Appliances,0.59
Logitech Cordless Navigator Duo,Michael Granlund,12389,670.96,80.98,7.18,Nova Scotia,Computer Peripherals,0.48
"SimpliFile� Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Michael Granlund,12389,-74.77,11.35,8.6,Nova Scotia,Storage & Organization,0.57
Xerox 1882,John Castell,12710,745.45,55.98,13.88,Nova Scotia,Paper,0.36
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Sally Matthias,13636,7513.88,880.98,44.55,Nova Scotia,Bookcases,0.62
Newell 307,Ken Heidel,14021,1,1.82,0.83,Nova Scotia,Pens & Art Supplies,0.57
Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Mike Kennedy,14338,2786.35,200.97,15.59,Nova Scotia,Office Machines,0.36
Canon MP41DH Printing Calculator,Charles Sheldon,14406,2366.51,150.98,13.99,Nova Scotia,Office Machines,0.38
"Tennsco Lockers, Gray",Charles Sheldon,14406,-932.55,20.98,53.03,Nova Scotia,Storage & Organization,0.78
Accessory4,Charles Sheldon,14406,-310.24,85.99,0.99,Nova Scotia,Telephones and Communication,0.85
"Array� Parchment Paper, Assorted Colors",Mike Kennedy,15878,-237.87,7.28,11.15,Nova Scotia,Paper,0.37
Tensor Computer Mounted Lamp,Matt Abelman,16133,-9.13,14.89,13.56,Nova Scotia,Office Furnishings,0.58
Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Sally Matthias,16612,565.18,80.97,30.06,Nova Scotia,Office Machines,0.4
Xerox 1997,Sally Matthias,16612,-38.72,6.48,10.05,Nova Scotia,Paper,0.37
"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Brad Norvell,16967,-152.47,83.1,6.13,Nova Scotia,Computer Peripherals,0.45
Xerox Blank Computer Paper,Brad Norvell,16967,181.98,19.98,5.77,Nova Scotia,Paper,0.38
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Art Ferguson,18432,1.16,10.64,5.16,Nova Scotia,Office Furnishings,0.57
Holmes Odor Grabber,Art Ferguson,18432,-24.91,14.42,6.75,Nova Scotia,Appliances,0.52
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Art Ferguson,18432,-126.34,279.81,23.19,Nova Scotia,Appliances,0.59
Avery Hi-Liter� Smear-Safe Highlighters,Art Ferguson,18432,20.44,5.84,0.83,Nova Scotia,Pens & Art Supplies,0.49
Avanti 4.4 Cu. Ft. Refrigerator,Brian Derr,18464,253.14,180.98,55.24,Nova Scotia,Appliances,0.57
Bush Mission Pointe Library,Brian Derr,18464,-345.92,150.98,66.27,Nova Scotia,Bookcases,0.65
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Brian Derr,18464,80.07,6.45,1.34,Nova Scotia,Paper,0.36
Revere Boxed Rubber Bands by Revere,Brian Derr,18464,-18.72,1.89,0.76,Nova Scotia,Rubber Bands,0.83
"Sauder Forest Hills Library, Woodland Oak Finish",Roland Black,18754,-221.5,140.98,36.09,Nova Scotia,Bookcases,0.77
Talkabout T8367,Roland Black,18754,206.35,65.99,8.99,Nova Scotia,Telephones and Communication,0.56
Avery 506,Matt Abelman,19905,32.5,4.13,0.5,Nova Scotia,Labels,0.39
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Matt Abelman,19905,-3687.65,550.98,64.59,Nova Scotia,Tables,0.66
"Iris� 3-Drawer Stacking Bin, Black",Roland Black,20256,-221.56,20.89,11.52,Nova Scotia,Storage & Organization,0.83
Bagged Rubber Bands,Mike Kennedy,20386,-21.51,1.26,0.7,Nova Scotia,Rubber Bands,0.81
V 3600 Series,Dana Kaydos,20455,-233.56,65.99,8.99,Nova Scotia,Telephones and Communication,0.58
Avery 506,Darren Koutras,20642,59.4,4.13,0.5,Nova Scotia,Labels,0.39
"Global Leather & Oak Executive Chair, Burgundy",Charles Sheldon,21379,-1046.78,150.89,60.2,Nova Scotia,Chairs & Chairmats,0.77
Hon Every-Day� Chair Series Swivel Task Chairs,Steve Carroll,21766,531.69,120.98,30,Nova Scotia,Chairs & Chairmats,0.64
Artistic Insta-Plaque,Steve Carroll,21766,216.43,15.68,3.73,Nova Scotia,Office Furnishings,0.46
Poly Designer Cover & Back,Sean Wendt,22053,112.97,18.99,5.23,Nova Scotia,Binders and Binder Accessories,0.37
Verbatim DVD-R 4.7GB authoring disc,Sarah Jordon,22368,-74.85,39.24,1.99,Nova Scotia,Computer Peripherals,0.51
Hewlett-Packard 2600DN Business Color Inkjet Printer,Sarah Jordon,22368,40.76,119.99,56.14,Nova Scotia,Office Machines,0.39
"Carina 42""Hx23 3/4""W Media Storage Unit",Sarah Jordon,22368,-849.18,80.98,35,Nova Scotia,Storage & Organization,0.83
Martin-Yale Premier Letter Opener,Neil Ducich,22885,-29.9,12.88,4.59,Nova Scotia,"Scissors, Rulers and Trimmers",0.82
Aluminum Document Frame,Sarah Jordon,22947,58.84,12.22,2.85,Nova Scotia,Office Furnishings,0.55
Belkin F9M820V08 8 Outlet Surge,Michael Granlund,23844,627.85,42.98,4.62,Nova Scotia,Appliances,0.56
Holmes HEPA Air Purifier,Michael Granlund,23844,187.2,21.78,5.94,Nova Scotia,Appliances,0.5
Avery 520,Michael Granlund,23844,8.4,3.15,0.5,Nova Scotia,Labels,0.37
"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Sean Wendt,24039,-64.87,40.98,1.99,Nova Scotia,Computer Peripherals,0.44
Xerox 1906,Theone Pippenger,25347,309.31,35.44,7.5,Nova Scotia,Paper,0.38
"Speediset Carbonless Redi-Letter� 7"" x 8 1/2""",Michael Granlund,25825,206.27,10.31,1.79,Nova Scotia,Paper,0.38
"Dixon My First Ticonderoga Pencil, #2",Michael Granlund,25825,-1.79,5.85,2.27,Nova Scotia,Pens & Art Supplies,0.56
3285,Art Ferguson,26304,2028.36,205.99,5.99,Nova Scotia,Telephones and Communication,0.59
"Eureka Sanitaire � Multi-Pro Heavy-Duty Upright, Disposable Bags",Roland Black,26726,-121.58,4.37,5.15,Nova Scotia,Appliances,0.59
Hoover� Commercial Lightweight Upright Vacuum,Roland Black,26726,-474.91,3.48,49,Nova Scotia,Appliances,0.59
Avery Legal 4-Ring Binder,Roland Black,26726,364.99,20.98,1.49,Nova Scotia,Binders and Binder Accessories,0.35
"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Art Ferguson,27266,39.36,115.79,1.99,Nova Scotia,Computer Peripherals,0.49
DAX Solid Wood Frames,Sean Wendt,27396,-31.16,9.77,6.02,British Columbia,Office Furnishings,0.48
Newell 310,Mike Kennedy,28480,-1.56,1.76,0.7,British Columbia,Pens & Art Supplies,0.56
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Matt Abelman,29158,180.8,200.98,23.76,British Columbia,Chairs & Chairmats,0.58
BASF Silver 74 Minute CD-R,Sally Matthias,29409,-33.52,1.7,1.99,British Columbia,Computer Peripherals,0.51
Newell 307,Steve Carroll,29956,-12.95,1.82,0.83,British Columbia,Pens & Art Supplies,0.57
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Matt Abelman,30341,470.3,160.98,30,British Columbia,Chairs & Chairmats,0.62
Avery 51,Matt Abelman,30341,105.91,6.3,0.5,British Columbia,Labels,0.39
Rediform S.O.S. Phone Message Books,Matt Abelman,30341,62.46,4.98,0.8,British Columbia,Paper,0.36
GBC DocuBind 200 Manual Binding Machine,John Castell,30467,289.88,420.98,19.99,British Columbia,Binders and Binder Accessories,0.35
Xerox 227,Neil Ducich,30785,-35.04,6.48,8.73,British Columbia,Paper,0.37
Peel-Off� China Markers,Neil Ducich,30785,149.53,9.93,1.09,British Columbia,Pens & Art Supplies,0.43
Presstex Flexible Ring Binders,Parhena Norris,31171,32.19,4.55,1.49,British Columbia,Binders and Binder Accessories,0.35
Model L Table or Wall-Mount Pencil Sharpener,Mike Kennedy,31297,-93.3,17.99,8.65,British Columbia,Pens & Art Supplies,0.57
Staples Colored Bar Computer Paper,Mike Kennedy,31297,699.64,35.44,4.92,British Columbia,Paper,0.38
Multimedia Mailers,Sean Wendt,31553,1907.94,162.93,19.99,British Columbia,Envelopes,0.39
Okidata ML320 Series Turbo Dot Matrix Printers,Matt Abelman,32706,-663.51,399.98,12.06,British Columbia,Office Machines,0.56
Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Roland Black,33122,2819.96,400.97,48.26,British Columbia,Office Machines,0.36
Binder Posts,Ken Heidel,33570,-90.9,5.74,5.01,British Columbia,Binders and Binder Accessories,0.39
Epson DFX5000+ Dot Matrix Printer,Ken Heidel,33570,-3381.99,1500.97,29.7,British Columbia,Office Machines,0.57
i470,Ken Heidel,33570,286.4,205.99,5.26,British Columbia,Telephones and Communication,0.56
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Sarah Jordon,33893,-14.03,35.89,14.72,British Columbia,Envelopes,0.4
"Dixon My First Ticonderoga Pencil, #2",Sarah Jordon,33893,-12.14,5.85,2.27,British Columbia,Pens & Art Supplies,0.56
Deflect-O� Glasstique� Clear Desk Accessories,John Castell,34599,7.17,7.7,3.68,British Columbia,Office Furnishings,0.52
Xerox 197,John Castell,34599,22.21,30.98,17.08,British Columbia,Paper,0.4
Acme� Box Cutter Scissors,Bart Watters,34721,-10.21,10.23,4.68,British Columbia,"Scissors, Rulers and Trimmers",0.59
"Boston School Pro Electric Pencil Sharpener, 1670",Sean Wendt,34787,14.61,30.98,8.99,British Columbia,Pens & Art Supplies,0.58
"Master Giant Foot� Doorstop, Safety Yellow",Mary O'Rourke,34791,33.81,7.59,4,British Columbia,Office Furnishings,0.42
Multicolor Computer Printout Paper,Mary O'Rourke,34791,271.5,104.85,19.99,British Columbia,Paper,0.37
"Memorex 80 Minute CD-R Spindle, 100/Pack",Nathan Cano,34822,323.73,43.98,1.99,British Columbia,Computer Peripherals,0.44
DAX Wood Document Frame.,Matt Abelman,34853,-74.51,13.73,6.85,British Columbia,Office Furnishings,0.54
US Robotics 56K V.92 External Faxmodem,Michael Granlund,35522,231.46,99.99,19.99,British Columbia,Computer Peripherals,0.52
Newell 340,Neil Ducich,36099,5.72,2.88,0.7,British Columbia,Pens & Art Supplies,0.56
Space Solutions Commercial Steel Shelving,Neil Ducich,36099,-503.8,64.65,35,British Columbia,Storage & Organization,0.8
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Ken Heidel,36359,-29.6,30.98,5.76,British Columbia,Paper,0.4
Xerox 1923,Dana Kaydos,36901,-56.22,6.68,5.66,British Columbia,Paper,0.37
Fiskars� Softgrip Scissors,Steve Carroll,37412,6.02,10.98,3.37,British Columbia,"Scissors, Rulers and Trimmers",0.57
US Robotics 56K V.92 External Faxmodem,Chad Sievert,38625,336.47,99.99,19.99,British Columbia,Computer Peripherals,0.52
Wausau Papers Astrobrights� Colored Envelopes,Chad Sievert,38625,5.03,5.98,2.5,British Columbia,Envelopes,0.36
Avery 478,John Castell,38656,25.16,4.91,0.5,British Columbia,Labels,0.36
Avery 51,Mark Cousins,38784,137.67,6.3,0.5,British Columbia,Labels,0.39
"Global High-Back Leather Tilter, Burgundy",Hunter Lopez,38882,-1799.35,122.99,70.2,British Columbia,Chairs & Chairmats,0.74
"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�",Nathan Mautz,39527,63.78,6.88,2,British Columbia,Paper,0.39
Xerox 1896,Shaun Weien,39845,41.3,9.99,4.78,British Columbia,Paper,0.4
Stockwell Push Pins,Nathan Mautz,39877,8.06,2.18,0.78,British Columbia,Rubber Bands,0.52
"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Theone Pippenger,40259,-20.9,4.98,4.32,British Columbia,Computer Peripherals,0.64
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Nathan Cano,41217,575.38,55.48,6.79,British Columbia,Paper,0.37
"Acme� 8"" Straight Scissors",Bart Watters,41671,77.48,12.98,3.14,British Columbia,"Scissors, Rulers and Trimmers",0.6
Xerox 1885,Matt Abelman,41927,1085.93,48.04,7.23,British Columbia,Paper,0.37
Panasonic KX-P1150 Dot Matrix Printer,Matt Abelman,41988,751.58,145.45,17.85,British Columbia,Office Machines,0.56
"Metal Folding Chairs, Beige, 4/Carton",Matt Abelman,41988,-157.56,33.94,19.19,British Columbia,Chairs & Chairmats,0.58
"Fellowes Personal Hanging Folder Files, Navy",Matt Abelman,41988,-29.54,13.43,5.5,British Columbia,Storage & Organization,0.57
Xerox 1920,Scott Williamson,42692,-168.67,5.98,7.5,British Columbia,Paper,0.4
Xerox 227,Scott Williamson,42692,-202.31,6.48,8.73,British Columbia,Paper,0.37
Newell 315,Nathan Cano,44007,42.45,5.98,0.96,British Columbia,Pens & Art Supplies,0.6
"Maxell Pro 80 Minute CD-R, 10/Pack",Sean Wendt,44450,35.33,17.48,1.99,British Columbia,Computer Peripherals,0.45
StarTAC Analog,Sean Wendt,44450,58.17,65.99,8.99,British Columbia,Telephones and Communication,0.6
Avery 506,Hunter Lopez,44610,54.21,4.13,0.5,British Columbia,Labels,0.39
Xerox 220,Mike Kennedy,44999,-70.31,6.48,7.49,British Columbia,Paper,0.37
Avery Durable Binders,Mike Kennedy,45025,2.01,2.88,1.49,Manitoba,Binders and Binder Accessories,0.36
"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",Mark Cousins,45248,-136.55,3.95,5.13,Manitoba,Appliances,0.59
